DUB,Substrate,label,Ubibrowser2,Ubibrowser2_domain_motif,DeepDSI
Q9UPT9,Q12962,0,5.319,1.97,0.12257254123687744
Q9UPT9,Q96GX2,0,2.15,1.0,0.03381682187318802
Q92905,P47710,0,1.36,1.0,0.0033337718341499567
Q92905,Q16584,0,16.077,6.9,0.20339374244213104
Q92905,Q5VUJ6,0,1.17,1.17,0.27155646681785583
Q92905,P43354,0,6.489,3.15,0.969997227191925
Q0WX57,P0C7H9,0,16.086675,10.3785,0.003401298075914383
Q9Y5T5,P11182,0,4.9028,2.38,0.031232943758368492
O94966,P19474,0,23.484412,11.4002,0.7646142244338989
O94966,Q6ISU1,0,1.17,1.17,0.025156332179903984
O94966,Q9H2V7,0,6.5395,3.19,0.9957499504089355
Q70CQ1,O75170,0,3.7604,2.38,0.07327909022569656
Q70CQ1,P08709,0,3.9775,1.85,0.8464446067810059
Q70CQ1,Q9H0E7,0,2.48,2.48,0.5043566226959229
Q9Y4E8,O75150,0,4.76,1.0,0.12622115015983582
Q9Y4E8,O76011,0,1.85,1.85,0.023977477103471756
Q9Y4E8,Q14525,0,2.38,2.38,0.017775509506464005
Q9Y4E8,Q14533,0,1.0,1.0,0.018239449709653854
Q9UK80,Q5T5X7,0,2.52,2.52,0.032998695969581604
Q9UK80,Q8IUH3,0,10.769596,6.8162,0.017791511490941048
Q9UK80,Q9BZI7,0,1.85,1.85,0.00749942846596241
Q9UK80,Q9Y2K6,0,3.7604,2.38,0.0979103073477745
Q9UK80,Q9Y5S9,0,4.79,4.79,0.03352036327123642
P09936,P19013,0,1.51,1.0,0.010022768750786781
P09936,P23508,0,3.02,1.0,0.14507436752319336
Q8NB14,A6NHT5,0,11.4002,11.4002,0.17911024391651154
O94782,P19013,0,16.8454,4.18,0.009746802970767021
O94782,P20930,0,3.19,3.19,0.055221620947122574
O94782,P27482,0,2.38,2.38,0.09591513127088547
O94782,Q13835,0,47.1,47.1,0.7856602668762207
P35125,Q14CW9,0,22.03047,2.38,0.01877601630985737
P35125,Q99750,0,1.58,1.0,0.45899447798728943
Q92995,Q9BYV6,0,7.934444,2.38,0.025834016501903534
Q9Y6I4,Q9H496,0,1.0,1.0,0.5204692482948303
P51784,O95931,0,8.4915,1.85,0.01840393804013729
P51784,P37231,0,73.782828,24.4314,0.4607999622821808
P51784,P48059,0,1.0,1.0,0.8163742423057556
P51784,Q9BXW4,0,1.0,1.0,0.024256978183984756
P51784,Q9H0Y0,0,2.01,1.0,0.6140977144241333
P51784,Q9HC52,0,23.1336,2.38,0.019393451511859894
P51784,Q9NR20,0,18.76392,13.797,0.5726944804191589
P51784,Q9NRC8,0,40.981611,17.8959,0.4857780635356903
P51784,Q9Y463,0,16.086675,10.3785,0.6553736925125122
P21580,Q13158,0,61.008696,5.54,0.7384247779846191
Q9UHP3,P19013,0,4.18,4.18,0.005817272700369358
Q9UHP3,Q14315,0,6.3242,3.07,0.004418518859893084
Q9UHP3,Q96DA0,0,1.34,1.0,0.3612337112426758
Q13107,Q15118,0,5.292,2.52,0.21075022220611572
P54252,P29466,0,5.0794,1.0,0.65982586145401
P54252,Q9BSU1,0,3.379,1.0,0.29955628514289856
Q9UPU5,P49407,0,2.28,1.5,0.9887455105781555
P40818,P78386,0,5.4205,1.85,0.02311447635293007
P40818,Q14493,0,3.5752,1.0,0.10987984389066696
P40818,Q15323,0,5.6736,1.97,0.017983483150601387
P40818,Q96FZ7,0,3.66,1.5,0.27508285641670227
Q9NQC7,O75762,0,5.6406,2.38,0.8683102130889893
Q9NQC7,Q9UM82,0,24.6906,3.19,0.21856480836868286
Q9P275,Q6ZN17,0,2.6398,1.97,0.0027165324427187443
Q6R6M4,Q0WX57,0,8.6955,5.61,0.0027602778282016516
Q9Y5K5,Q53TQ3,0,1.0,1.0,0.005607100203633308
Q70EL2,Q8N5C6,0,3.19,3.19,0.9625239372253418
O75604,P14555,0,3.15,3.15,0.18730208277702332
O75604,P19438,0,84.34077762,14.7053,0.4655759036540985
O75604,P36776,0,6.4464,4.08,0.20389333367347717
P12956,P09086,0,1.659,1.0,0.7535192966461182
Q01804,Q15323,0,1.5,1.5,0.012827504426240921
Q9H9J4,Q9BYN8,0,1.85,1.85,0.003866286017000675
Q9H9J4,Q8N1G4,0,1.5,1.5,0.058448079973459244
Q9H9J4,Q9H6W3,0,4.9028,2.38,0.48153194785118103
Q53GS9,O95400,0,2.28,1.5,0.038078077137470245
Q8TEY7,Q13228,0,10.4076,2.52,0.00323477596975863
Q504Q3,P21695,0,1.97,1.97,0.8008579015731812
O00487,Q8NBP7,0,6.489,3.15,0.0194692462682724
O00487,Q96JH8,0,7.2759,3.07,0.7685227990150452
Q6GQQ9,Q8NFZ5,0,21.09,1.0,0.0011498047970235348
Q93008,O15169,0,36.112692,2.38,0.9222778081893921
Q9H0E7,Q13428,0,3.9184,2.48,0.8398083448410034
Q9UGI0,Q9NVK5,0,1.58,1.0,0.19361665844917297
Q92560,O60516,0,2.52,2.52,0.11146535724401474
Q92560,P52739,0,1.97,1.97,0.9437242150306702
Q86T82,P02768,0,1.71,1.0,0.008494522422552109
Q9Y2K6,O15049,0,1.85,1.85,0.06079213321208954
Q9Y2K6,Q5T9A4,0,4.9742,2.38,0.24956676363945007
Q70CQ3,Q8N594,0,5.2456,3.32,0.4186481833457947
P46736,O75971,0,18.056346,2.38,0.14104266464710236
Q70EL3,P11717,0,135.352512,14.5854,0.9745689630508423
Q70EL3,Q9NQ29,0,2.38,2.38,0.039044786244630814
Q70EL3,P11310,0,3.2526,1.17,0.02297530509531498
Q93009,O00463,0,17.6733,6.57,0.8570435047149658
Q93009,P54253,0,5.771115,1.97,0.7918279767036438
Q93009,Q15170,0,2.37,1.0,0.08049298822879791
Q93009,Q68CJ9,0,9.28998,2.52,0.5151932239532471
Q93009,Q92611,0,19.9424,13.12,0.2488217055797577
Q93009,Q9BZR9,0,4.6,1.0,0.18291328847408295
Q93009,Q9HBZ2,0,90.553254,17.8959,0.3550294041633606
Q93009,Q9Y496,0,5.7288,2.48,0.8175126314163208
O75317,Q53GS9,0,1.0,1.0,0.013014712370932102
O75317,Q8TBZ3,0,11.4002,11.4002,0.38716575503349304
O95630,P11498,0,39.6224,13.12,0.06692508608102798
O95630,Q15796,0,11.8575,4.65,0.8746283054351807
P62068,Q9BS26,0,2.8675,1.85,0.06206720322370529
P62068,Q9P0U4,0,9.9864,6.57,0.41532716155052185
Q5VVJ2,Q9BQA1,0,6.4464,4.08,0.24575300514698029
